J	Schmohl, S; Tutzauer, P; Haala, N				Schmohl, Stefan; Tutzauer, Patrick; Haala, Norbert			Stuttgart City Walk: A Case Study on Visualizing Textured DSM Meshes for the General Public Using Virtual Reality	PFG-JOURNAL OF PHOTOGRAMMETRY REMOTE SENSING AND GEOINFORMATION SCIENCE																		Haala, Norbert/0000-0002-7745-337X												2512-2789	2512-2819				APR	2020	88	2			SI		147	154		10.1007/s41064-020-00106-z		MAR 2020						WOS:000521896500001						
J	Hovious, A; Shinas, VH; Harper, I				Hovious, Amanda; Shinas, Valerie Harlow; Harper, Ian			The Compelling Nature of Transmedia Storytelling: Empowering Twenty First-Century Readers and Writers Through Multimodality	TECHNOLOGY KNOWLEDGE AND LEARNING																		Hovious, Amanda/0000-0001-5747-9487												2211-1662	2211-1670				MAR	2021	26	1					215	229		10.1007/s10758-020-09437-7		MAR 2020						WOS:000562984800001						
J	Carbonell-Carrera, C; Gunalp, P; Saorin, JL; Hess-Medler, S				Carbonell-Carrera, Carlos; Gunalp, Peri; Luis Saorin, Jose; Hess-Medler, Stephany			Think Spatially With Game Engine	ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION																	Carbonell-Carrera, Carlos/F-4298-2017; Medler, Stephany Hess/O-3016-2013	Carbonell-Carrera, Carlos/0000-0003-4733-1598; Medler, Stephany Hess/0000-0002-0289-8796; saorin, Jose Luis/0000-0003-3240-3317													2220-9964				MAR	2020	9	3							159	10.3390/ijgi9030159								WOS:000523512400029						
J	de Andrade, B; Poplin, A; de Sena, IS				de Andrade, Bruno; Poplin, Alenka; de Sena, Italo Sousa			Minecraft as a Tool for Engaging Children in Urban Planning: A Case Study in Tirol Town, Brazil	ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION																	de Sena, Ítalo Sousa/AAJ-8345-2021	de Sena, Ítalo Sousa/0000-0002-6500-5609; de Andrade, Bruno/0000-0002-1191-8082													2220-9964				MAR	2020	9	3							170	10.3390/ijgi9030170								WOS:000523512400002						
J	Dollner, J				Doellner, Juergen			Geospatial Artificial Intelligence: Potentials of Machine Learning for 3D Point Clouds and Geospatial Digital Twins	PFG-JOURNAL OF PHOTOGRAMMETRY REMOTE SENSING AND GEOINFORMATION SCIENCE																														2512-2789	2512-2819				FEB	2020	88	1			SI		15	24		10.1007/s41064-020-00102-3		FEB 2020						WOS:000516796400001						
J	Schrotter, G; Hurzeler, C				Schrotter, Gerhard; Huerzeler, Christian			The Digital Twin of the City of Zurich for Urban Planning	PFG-JOURNAL OF PHOTOGRAMMETRY REMOTE SENSING AND GEOINFORMATION SCIENCE																														2512-2789	2512-2819				FEB	2020	88	1			SI		99	112		10.1007/s41064-020-00092-2		FEB 2020						WOS:000511068200003						
J	Olszewski, R; Cegielka, M; Szczepankowska, U; Wesolowski, J				Olszewski, Robert; Cegielka, Mateusz; Szczepankowska, Urszula; Wesolowski, Jacek			Developing a Serious Game That Supports the Resolution of Social and Ecological Problems in the Toolset Environment of Cities: Skylines	ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION																		Olszewski, Robert/0000-0003-1697-9367													2220-9964				FEB	2020	9	2							118	10.3390/ijgi9020118								WOS:000522449700058						
J	Kaplan, F; di Lenardo, I				Kaplan, Frederic; di Lenardo, Isabella			The Advent of the 4D Mirror World	URBAN PLANNING																		di Lenardo, Isabella/0000-0002-1747-9164; Kaplan, Frederic/0000-0002-6991-5730												2183-7635						2020	5	2					307	310		10.17645/up.v5i2.3133								WOS:000590942100017						
J	Biancardo, SA; Russo, F; Veropalumbo, R; Vorobjovas, V; Dell'Acqua, G				Biancardo, Salvatore Antonio; Russo, Francesca; Veropalumbo, Rosa; Vorobjovas, Viktoras; Dell'Acqua, Gianluca			MODELING ROMAN PAVEMENTS USING HERITAGE-BIM: A CASE STUDY IN POMPEII	BALTIC JOURNAL OF ROAD AND BRIDGE ENGINEERING																	Biancardo, Salvatore Antonio/AAY-4539-2020; Vorobjovas, Viktoras/AAQ-1215-2021; Veropalumbo, Rosa/AAT-7946-2021	Biancardo, Salvatore Antonio/0000-0003-2567-7977; Vorobjovas, Viktoras/0000-0001-9420-0668; Veropalumbo, Rosa/0000-0002-7035-7967; DELL'ACQUA, Gianluca/0000-0001-8697-7477												1822-427X	1822-4288					2020	15	3			SI		34	46		10.7250/bjrbe.2020-15.482								WOS:000560765100003						
C	Ballatore, A; McClintock, W; Goldberg, G; Kuhn, W		Kyriakidis, P; Hadjimitsis, D; Skarlatos, D; Mansourian, A		Ballatore, Andrea; McClintock, Will; Goldberg, Grace; Kuhn, Werner			Towards a Usability Scale for Participatory GIS	GEOSPATIAL TECHNOLOGIES FOR LOCAL AND REGIONAL DEVELOPMENT	Lecture Notes in Geoinformation and Cartography				22nd AGILE Conference on Geographic Information Science	JUN 17-20, 2019	Limassol, CYPRUS	Assoc Geog Informat Labs Europe										McClintock, William/0000-0002-6807-7608												1863-2246	1863-2351	978-3-030-14745-7; 978-3-030-14744-0				2020							327	348		10.1007/978-3-030-14745-7_18								WOS:000493377700018						
J	Boutsi, AM; Ioannidis, C; Soile, S				Boutsi, Argyro-Maria; Ioannidis, Charalabos; Soile, Sofia			An Integrated Approach to 3D Web Visualization of Cultural Heritage Heterogeneous Datasets	REMOTE SENSING																	Boutsi, Argyro-Maria/AAL-2751-2021	Soile, Sofia/0000-0001-5966-3341													2072-4292				NOV	2019	11	21							2508	10.3390/rs11212508								WOS:000504716700049						
J	Laksono, D; Aditya, T				Laksono, Dany; Aditya, Trias			Utilizing A Game Engine for Interactive 3D Topographic Data Visualization	ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION																	Aditya, Trias/AAC-3680-2020; Laksono, Dany Puguh/AAO-3592-2021	Laksono, Dany Puguh/0000-0002-8503-5274; Aditya, Trias/0000-0003-2343-3821													2220-9964				AUG	2019	8	8							361	10.3390/ijgi8080361								WOS:000482985000010						
J	Maiwald, F; Bruschke, J; Lehmann, C; Niebling, F				Maiwald, Ferdinand; Bruschke, Jonas; Lehmann, Christoph; Niebling, Florian			A 4D INFORMATION SYSTEM FOR THE EXPLORATION OF MULTITEMPORAL IMAGES AND MAPS USING PHOTOGRAMMETRY, WEB TECHNOLOGIES AND VR/AR	VIRTUAL ARCHAEOLOGY REVIEW																		Maiwald, Ferdinand/0000-0002-2456-9731; Niebling, Florian/0000-0002-8706-3551; Lehmann, Christoph/0000-0003-2684-102X												1989-9947					JUL	2019	10	21					1	13		10.4995/var.2019.11867								WOS:000477005500002						
J	Julin, A; Jaalama, K; Virtanen, JP; Maksimainen, M; Kurkela, M; Hyyppa, J; Hyyppa, H				Julin, Arttu; Jaalama, Kaisa; Virtanen, Juho-Pekka; Maksimainen, Mikko; Kurkela, Matti; Hyyppa, Juha; Hyyppa, Hannu			Automated Multi-Sensor 3D Reconstruction for the Web	ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION																	Virtanen, Juho-Pekka/W-2327-2019; Hyyppä, Hannu J/M-7114-2013; Hyyppä, Juha M./ABH-1852-2021	Virtanen, Juho-Pekka/0000-0003-0281-9717; Hyyppa, Juha/0000-0001-5360-4017; Hyyppa, Hannu/0000-0003-2487-3159; Kurkela, Matti/0000-0003-4380-3885; Julin, Arttu/0000-0001-9887-1573												2220-9964					MAY	2019	8	5							221	10.3390/ijgi8050221								WOS:000470965400022						
J	Qiang, Y; Van de Weghe, N				Qiang, Yi; Van de Weghe, Nico			Re-Arranging Space, Time and Scales in GIS: Alternative Models for Multi-Scale Spatio-Temporal Modeling and Analyses	ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION																	Van de Weghe, Nico/N-4214-2019; Qiang, Yi/J-3313-2016	Van de Weghe, Nico/0000-0002-5327-4000; Qiang, Yi/0000-0002-6872-8837												2220-9964					FEB	2019	8	2							72	10.3390/ijgi8020072								WOS:000460762100021						
J	Prandi, C; Melis, A; Prandini, M; Delnevo, G; Monti, L; Mirri, S; Salomoni, P				Prandi, Catia; Melis, Andrea; Prandini, Marco; Delnevo, Giovanni; Monti, Lorenzo; Mirri, Silvia; Salomoni, Paola			Gamifying cultural experiences across the urban environment	MULTIMEDIA TOOLS AND APPLICATIONS																	Delnevo, Giovanni/AAP-4798-2020; Mirri, Silvia/I-7983-2016	Delnevo, Giovanni/0000-0001-6640-5746; Mirri, Silvia/0000-0002-5385-4734; Monti, Lorenzo/0000-0002-2087-0535; Prandi, Catia/0000-0002-5566-2269; Melis, Andrea/0000-0002-0101-2551; PRANDINI, MARCO/0000-0002-3962-5513												1380-7501	1573-7721				FEB	2019	78	3					3341	3364		10.1007/s11042-018-6513-4								WOS:000458171600038						
J	Panek, J				Panek, Jiri			Mapping citizens' emotions: participatory planning support system in Olomouc, Czech Republic	JOURNAL OF MAPS																	Panek, Jiri/I-7987-2019	Panek, Jiri/0000-0002-6390-3149												1744-5647					JAN 2	2019	15	1					8	12		10.1080/17445647.2018.1546624								WOS:000466752700001						
C	Sanchez-Castillo, S; Mora-Llabata, MR		Chova, LG; Martinez, AL; Torres, IC		Sanchez-Castillo, Sebastian; Rosario Mora-Llabata, Maria			TRANSMEDIA STORYTELLING AS COLLABORATIVE ENVIRONMENT AND AUTONOMOUS IN HIGHER EDUCATION	EDULEARN19: 11TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES	EDULEARN Proceedings				11th International Conference on Education and New Learning Technologies (EDULEARN)	JUL 01-03, 2019	Palma, SPAIN																							2340-1117		978-84-09-12031-4				2019							8436	8441										WOS:000553304903002						
J	Cecchini, C				Cecchini, Cristina			FROM DATA TO 3D DIGITAL ARCHIVE: A GIS-BIM SPATIAL DATABASE FOR THE HISTORICAL CENTRE OF PAVIA (ITALY)	JOURNAL OF INFORMATION TECHNOLOGY IN CONSTRUCTION																														1874-4753						2019	24						459	471										WOS:000495126500001						
C	Chenaux, A; Murphy, M; Pavia, S; Fai, S; Molnar, T; Cahill, J; Lenihan, S; Corns, A		Cardaci, A; Fassi, F; Remondino, F		Chenaux, Alain; Murphy, M.; Pavia, S.; Fai, S.; Molnar, T.; Cahill, J.; Lenihan, S.; Corns, A.			A REVIEW OF 3D GIS FOR USE IN CREATING VIRTUAL HISTORIC DUBLIN	8TH INTERNATIONAL WORKSHOP 3D-ARCH: 3D VIRTUAL RECONSTRUCTION AND VISUALIZATION OF COMPLEX ARCHITECTURES	International Archives of the Photogrammetry Remote Sensing and Spatial Information Sciences				8th International Workshop on 3D Virtual Reconstruction and Visualization of Complex Architectures (3D-ARCH)	FEB 06-08, 2019	Bergamo, ITALY											Corns, Anthony/0000-0002-0262-981X												2194-9034						2019	42-2	W9					249	254		10.5194/isprs-archives-XLII-2-W9-249-2019								WOS:000466553500034						
J	Statham, N				Statham, Nataska			SCIENTIFIC RIGOUR OF ONLINE PLATFORMS FOR 3D VISUALISATION OF HERITAGE	VIRTUAL ARCHAEOLOGY REVIEW																		Statham, Nataska/0000-0001-9463-1353												1989-9947					JAN	2019	10	20					1	16		10.4995/var.2019.9715								WOS:000456829000001						
C	Zhang, L; Bowman, DA; Jones, CN			IEEE	Zhang, Lei; Bowman, Doug A.; Jones, Caroline N.			Exploring Effects of Interactivity on Learning with Interactive Storytelling in Immersive Virtual Reality	2019 11TH INTERNATIONAL CONFERENCE ON VIRTUAL WORLDS AND GAMES FOR SERIOUS APPLICATIONS (VS-GAMES)	International Conference on Games and Virtual Worlds for Serious Applications				11th International Conference on Virtual Worlds and Games for Serious Applications (VS-Games)	SEP 04-06, 2019	Vienna, AUSTRIA	IEEE, IEEE Comp Soc, 7reasons Medien GmbH, Human Comp Interact Lab, Masaryk Univ, Fac Informat																						2474-0470		978-1-7281-4540-2				2019							33	40										WOS:000712143600005						
J	Onyimbi, JR; Koeva, M; Flacke, J				Onyimbi, Jacob R.; Koeva, Mila; Flacke, Johannes			Public Participation Using 3D Web-Based City Models: Opportunities for E-Participation in Kisumu, Kenya	ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION																	Flacke, Johannes/C-9941-2013; Koeva, Mila/O-8978-2019	Flacke, Johannes/0000-0001-8906-7719; Koeva, Mila/0000-0001-7612-5270													2220-9964				DEC	2018	7	12							454	10.3390/ijgi7120454								WOS:000455392100002						
J	Buyukdemircioglu, M; Kocaman, S; Isikdag, U				Buyukdemircioglu, Mehmet; Kocaman, Sultan; Isikdag, Umit			Semi-Automatic 3D City Model Generation from Large-Format Aerial Images	ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION																	Kocaman, Sultan/L-4892-2015; Isikdag, Umit/A-3306-2012; Buyukdemircioglu, Mehmet/ABA-4631-2021	Kocaman, Sultan/0000-0002-2775-7914; Isikdag, Umit/0000-0002-2660-0106; Buyukdemircioglu, Mehmet/0000-0002-3618-3414													2220-9964				SEP	2018	7	9							339	10.3390/ijgi7090339								WOS:000445767900007						
J	Murshed, SM; Al-Hyari, AM; Wendel, J; Ansart, L				Murshed, Syed Monjur; Al-Hyari, Ayah Mohammad; Wendel, Jochen; Ansart, Louise			Design and Implementation of a 4D Web Application for Analytical Visualization of Smart City Applications	ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION																	Wendel, Jochen/AAI-7492-2020	Murshed, Syed Monjur/0000-0002-6786-9881												2220-9964					JUL	2018	7	7							276	10.3390/ijgi7070276								WOS:000445150900043						
J	Noardo, F				Noardo, Francesca			Architectural heritage semantic 3D documentation in multi-scale standard maps	JOURNAL OF CULTURAL HERITAGE																	Noardo, Francesca/ABG-9595-2020	Noardo, Francesca/0000-0003-2269-5336												1296-2074	1778-3674				JUL-AUG	2018	32						156	165		10.1016/j.culher.2018.02.009								WOS:000438085700017						
J	Landers, RN; Auer, EM; Collmus, AB; Armstrong, MB				Landers, Richard N.; Auer, Elena M.; Collmus, Andrew B.; Armstrong, Michael B.			Gamification Science, Its History and Future: Definitions and a Research Agenda	SIMULATION & GAMING																		Auer, Elena/0000-0003-2056-1764; Landers, Richard/0000-0001-5611-2923												1046-8781	1552-826X				JUN	2018	49	3			SI		315	337		10.1177/1046878118774385								WOS:000436069400006						
J	Zhang, LY; Chen, SF; Dong, HW; El Saddik, A				Zhang, Longyu; Chen, Sifeng; Dong, Haiwei; El Saddik, Abdulmotaleb			Visualizing Toronto City Data with HoloLens Using augmented reality for a city model	IEEE CONSUMER ELECTRONICS MAGAZINE																	El Saddik, Abdulmotaleb/D-4159-2009; Dong, Haiwei/I-1273-2014	El Saddik, Abdulmotaleb/0000-0002-7690-8547; Dong, Haiwei/0000-0003-1437-7805												2162-2248	2162-2256				MAY	2018	7	3					73	80		10.1109/MCE.2018.2797658								WOS:000429802400012						
J	Nishida, G; Bousseau, A; Aliaga, DG				Nishida, Gen; Bousseau, Adrien; Aliaga, Daniel G.			Procedural Modeling of a Building from a Single Image	COMPUTER GRAPHICS FORUM					39th Annual Conference of the European-Association-for-Computer-Graphics (EUROGRAPHICS)	APR 16-20, 2018	Delft, NETHERLANDS	European Assoc Comp Graph, TU Delft, Tomtom, Adobe, Disney Res, StyleShoots, Activision, KAUST, Vrvis																						0167-7055	1467-8659				MAY	2018	37	2					415	429		10.1111/cgf.13372								WOS:000434085600037						
J	Wolberg, G; Zokai, S				Wolberg, George; Zokai, Siavash			PhotoSketch: a photocentric urban 3D modeling system	VISUAL COMPUTER																														0178-2789	1432-2315				MAY	2018	34	5					605	616		10.1007/s00371-017-1365-x								WOS:000429657100002						
J	Fritsch, D; Klein, M				Fritsch, Dieter; Klein, Michael			3D preservation of buildings - Reconstructing the past	MULTIMEDIA TOOLS AND APPLICATIONS																	Fritsch, Dieter/K-5848-2019	Fritsch, Dieter/0000-0001-5069-3915												1380-7501	1573-7721				APR	2018	77	7					9153	9170		10.1007/s11042-017-4654-5								WOS:000429355800061						
J	Ramaswamy, V; Ozcan, K				Ramaswamy, Venkat; Ozcan, Kerimcan			What is co-creation? An interactional creation framework and its implications for value creation	JOURNAL OF BUSINESS RESEARCH																	Ozcan, Kerimcan/J-7039-2019	Ozcan, Kerimcan/0000-0001-5010-595X												0148-2963	1873-7978				MAR	2018	84						196	205		10.1016/j.jbusres.2017.11.027								WOS:000427811100018						
J	Mueller, J; Lu, HX; Chirkin, A; Klein, B; Schmitt, G				Mueller, Johannes; Lu, Hangxin; Chirkin, Artem; Klein, Bernhard; Schmitt, Gerhard			Citizen Design Science: A strategy for crowd-creative urban design	CITIES																		Mueller, Johannes/0000-0001-5399-4932; Chirkin, Artem/0000-0001-6936-2040												0264-2751	1873-6084				FEB	2018	72		A				181	188		10.1016/j.cities.2017.08.018								WOS:000419409500019						
J	Evangelidis, K; Papadopoulos, T; Papatheodorou, K; Mastorokostas, P; Hilas, C				Evangelidis, Konstantinos; Papadopoulos, Theofilos; Papatheodorou, Konstantinos; Mastorokostas, Paris; Hilas, Constantinos			3D geospatial visualizations: Animation and motion effects on spatial objects	COMPUTERS & GEOSCIENCES																	Mastorocostas, Paris/ABA-9464-2021; Papadopoulos, Theofilos/AAW-1362-2021; Hilas, Constantinos/B-9949-2016; Evangelidis, Konstantinos/AAO-1682-2021	Mastorocostas, Paris/0000-0002-2892-8017; Hilas, Constantinos/0000-0001-6939-2821; Evangelidis, Konstantinos/0000-0002-9595-1268												0098-3004	1873-7803				FEB	2018	111						200	212		10.1016/j.cageo.2017.11.007								WOS:000423005900020						
C	Gheorghiu, D; Stefan, L		Vlada, M; Albeanu, G; Adascalitei, A; Popovici, M		Gheorghiu, Dragos; Stefan, Livia			Augmented Virtuality as an Instrument for a Better Learning of History	PROCEEDINGS OF THE 13TH INTERNATIONAL CONFERENCE ON VIRTUAL LEARNING, ICVL 2018	Proceedings of the International Conference on Virtual learning				13th International Conference on Virtual Learning (ICVL 2018)	OCT 26-27, 2018	December 1st 1918 Univ Alba Iulia, Alba Iulla, ROMANIA	Univ Alba Iulia, Fac Exact Sci & Engn, Dept Exact Sci & Engn, Univ Bucharest, December 1st 1918 Univ Alba Iulia, Fac Exact Sci & Engn, SIVECO Romania, Romanian Minist Res & Innovat	December 1st 1918 Univ Alba Iulia																					1844-8933						2018							299	305										WOS:000471080200044						
C	Wei, X; Bonenberg, W; Zhou, M; Wang, JZ; Wang, XL		Charytonowicz, J		Wei, Xia; Bonenberg, Wojciech; Zhou, Mo; Wang, Jinzhong; Wang, Xiaolei			The Case Study of BIM in Urban Planning and Design	ADVANCES IN HUMAN FACTORS, SUSTAINABLE URBAN PLANNING AND INFRASTRUCTURE (AHFE 2017)	Advances in Intelligent Systems and Computing				8th International Conference on Applied Human Factors and Ergonomics (AHFE) / International Conference on Human Factors, Sustainable Urban Planning and Infrastructure	JUL 17-21, 2017	Los Angeles, CA										Bonenberg, Wojciech/O-3932-2014	Bonenberg, Wojciech/0000-0002-0301-6556												2194-5357	2194-5365	978-3-319-60450-3; 978-3-319-60449-7				2018	600						207	217		10.1007/978-3-319-60450-3_20								WOS:000465822600020						
C	Niebling, F; Maiwald, F; Barthel, K; Latoschik, ME		Munster, S; Friedrichs, K; Niebling, F; SeidelGrzesinska, A		Niebling, Florian; Maiwald, Ferdinand; Barthel, Kristina; Latoschik, Marc Erich			4D Augmented City Models, Photogrammetric Creation and Dissemination	DIGITAL RESEARCH AND EDUCATION IN ARCHITECTURAL HERITAGE	Communications in Computer and Information Science				5th Conference on Digital Encounters with Cultural Heritage (DECH) / 1st Workshop on Research and Education in Urban History in the Age of Digital Libraries (UHDL)	MAR 30-31, 2017	Dresden, GERMANY											Maiwald, Ferdinand/0000-0002-2456-9731; Niebling, Florian/0000-0002-8706-3551; Latoschik, Marc Erich/0000-0002-9340-9600												1865-0929	1865-0937	978-3-319-76992-9; 978-3-319-76991-2				2018	817						196	212		10.1007/978-3-319-76992-9_12								WOS:000457076300012						
C	Jedlicka, K		Bandrova, T; Konecny, M		Jedlicka, Karel			A COMPREHENSIVE OVERVIEW OF A CORE OF 3D GIS	7TH INTERNATIONAL CONFERENCE ON CARTOGRAPHY AND GIS, VOLS 1 AND 2	International Conference on Cartography and GIS				7th International Conference on Cartography and GIS	JUN 18-23, 2018	Sozopol, BULGARIA	Bulgarian Cartog Assoc, Int Cartog Assoc, Univ Architecture, Civil Engn & Geodesy, ASSECO, ESRI, CartGeo, Geopan, DataMap, Mil Geog Serv & Bulgarian Red Cross									Jedlička, Karel/E-6774-2013	Jedlička, Karel/0000-0001-7399-6951												1314-0604						2018							464	472										WOS:000526176700052						
J	Ohori, KA; Ledoux, H; Stoter, J				Ohori, Ken Arroyo; Ledoux, Hugo; Stoter, Jantien			Visualising higher-dimensional space-time and space-scale objects as projections to R-3	PEERJ COMPUTER SCIENCE																		Stoter, Jantien/0000-0002-1393-7279												2376-5992					JUL 3	2017									e123	10.7717/peerj-cs.123								WOS:000425421500003						
