J	Tahmasebinia, F; Niemela, M; Sepasgozar, SME; Lai, TY; Su, W; Reddy, KR; Shirowzhan, S; Sepasgozar, S; Marroquin, FA				Tahmasebinia, Faham; Niemela, Marjo; Sepasgozar, Sanee Mohammad Ebrahimzadeh; Lai, Tin Yiu; Su, Winson; Reddy, Kakarla Raghava; Shirowzhan, Sara; Sepasgozar, Samad; Marroquin, Fernando Alonso			Three-Dimensional Printing Using Recycled High-Density Polyethylene: Technological Challenges and Future Directions for Construction	BUILDINGS																	Lai, Tin/AAX-4713-2020; SHIROWZHAN, Sara/L-1917-2019; Kakarla, Raghava Reddy/AAZ-9856-2021; Sepasgozar, Samad/C-1746-2019	Lai, Tin/0000-0003-0641-5250; SHIROWZHAN, Sara/0000-0003-1511-3617; Kakarla, Raghava Reddy/0000-0002-9707-7930; Sepasgozar, Samad/0000-0003-2568-3111; Tahmasebinia, Faham/0000-0002-0730-2998													2075-5309				NOV	2018	8	11							165	10.3390/buildings8110165								WOS:000451306700019						
J	Sepasgozar, SME; Davis, SR; Loosemore, M				Sepasgozar, Samad M. E.; Davis, Steven R.; Loosemore, Martin			Dissemination Practices of Construction Sites' Technology Vendors in Technology Exhibitions	JOURNAL OF MANAGEMENT IN ENGINEERING																	Sepasgozar, Samad/C-1746-2019	Sepasgozar, Samad/0000-0003-2568-3111; Loosemore, Martin/0000-0002-3189-4655												0742-597X	1943-5479				NOV	2018	34	6							04018038	10.1061/(ASCE)ME.1943-5479.0000650								WOS:000444385500017						
J	Guevremont, M; Hammad, A				Guevremont, Michel; Hammad, Amin			Visualization of Delay Claim Analysis Using 4D Simulation	JOURNAL OF LEGAL AFFAIRS AND DISPUTE RESOLUTION IN ENGINEERING AND CONSTRUCTION																		Guevremont, Michel/0000-0002-2904-6382												1943-4162	1943-4170				AUG	2018	10	3							UNSP 05018002	10.1061/(ASCE)LA.1943-4170.0000267								WOS:000438852600013						
J	Alfakhri, AYY; Ismail, A; Khoiry, MA				Alfakhri, Aboubaker. Y. Y.; Ismail, Amiruddin; Khoiry, Muhamad Azry			THE EFFECTS OF DELAYS IN ROAD CONSTRUCTION PROJECTS IN TRIPOLI, LIBYA	INTERNATIONAL JOURNAL OF TECHNOLOGY																	BIN ISMAIL, AMIRUDDIN/C-3140-2017	BIN ISMAIL, AMIRUDDIN/0000-0001-6547-8169; Khoiry, Muhamad Azry/0000-0001-5896-9680												2086-9614	2087-2100				JUL	2018	9	4					766	774		10.14716/ijtech.v9i4.2219								WOS:000441462800013						
J	Sepasgozar, SME; Davis, S				Sepasgozar, Samad M. E.; Davis, Steven			Construction Technology Adoption Cube: An Investigation on Process, Factors, Barriers, Drivers and Decision Makers Using NVivo and AHP Analysis	BUILDINGS																	Sepasgozar, Samad/C-1746-2019	Sepasgozar, Samad/0000-0003-2568-3111													2075-5309				JUN	2018	8	6							74	10.3390/buildings8060074								WOS:000436128300002						
J	Sepasgozar, SME; Davis, SR; Li, H; Luo, XR				Sepasgozar, Samad M. E.; Davis, Steven R.; Li, Heng; Luo, Xianrui			Modeling the Implementation Process for New Construction Technologies: Thematic Analysis Based on Australian and US Practices	JOURNAL OF MANAGEMENT IN ENGINEERING																	Li, Heng/B-2821-2015; Sepasgozar, Samad/C-1746-2019	Li, Heng/0000-0002-3187-9041; Sepasgozar, Samad/0000-0003-2568-3111												0742-597X	1943-5479				MAY	2018	34	3							05018005	10.1061/(ASCE)ME.1943-5479.0000608								WOS:000427961900012						
J	Yap, JBH; Abdul-Rahman, H; Wang, C				Yap, Jeffrey Boon Hui; Abdul-Rahman, Hamzah; Wang, Chen			Preventive Mitigation of Overruns with Project Communication Management and Continuous Learning: PLS-SEM Approach	JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT																	Wang, Chen/F-1586-2010	Wang, Chen/0000-0001-7892-3575; Yap, Jeffrey Boon Hui/0000-0003-4332-0031												0733-9364	1943-7862				MAY	2018	144	5							04018025	10.1061/(ASCE)CO.1943-7862.0001456								WOS:000427958300003						
J	Khair, K; Mohamed, Z; Mohammad, R; Farouk, H; Ahmed, ME				Khair, Khalid; Mohamed, Zainai; Mohammad, R.; Farouk, Hazir; Ahmed, Mohammed Elhadi			A Management Framework to Reduce Delays in Road Construction Projects in Sudan	ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING																		Farouk, Hazir/0000-0003-2852-0107												2193-567X	2191-4281				APR	2018	43	4					1925	1940		10.1007/s13369-017-2806-6								WOS:000427997400029						
J	Yap, JBH; Skitmore, M				Yap, Jeffrey Boon Hui; Skitmore, Martin			Investigating design changes in Malaysian building projects	ARCHITECTURAL ENGINEERING AND DESIGN MANAGEMENT																	Skitmore, Martin/I-9743-2012	Skitmore, Martin/0000-0001-7135-1201; Yap, Jeffrey Boon Hui/0000-0003-4332-0031												1745-2007	1752-7589					2018	14	3					218	238		10.1080/17452007.2017.1384714								WOS:000427659300004						
J	Sepasgozar, SME; Davis, S; Loosemore, M; Bernold, L				Sepasgozar, Samad M. E.; Davis, Steven; Loosemore, Martin; Bernold, Leonhard			An investigation of modern building equipment technology adoption in the Australian construction industry	ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT																	Sepasgozar, Samad/C-1746-2019	Sepasgozar, Samad/0000-0003-2568-3111; Loosemore, Martin/0000-0002-3189-4655												0969-9988	1365-232X					2018	25	8					1075	1091		10.1108/ECAM-03-2017-0052								WOS:000445060900006						
J	Wang, TK; Ford, DN; Chong, HY; Zhang, W				Wang, Ting-Kwei; Ford, David N.; Chong, Heap-Yih; Zhang, Wei			Causes of delays in the construction phase of Chinese building projects	ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT																	Chong, Heap-Yih/M-8354-2017	Chong, Heap-Yih/0000-0002-6080-7530												0969-9988	1365-232X					2018	25	11					1534	1551		10.1108/ECAM-10-2016-0227								WOS:000447885000007						
J	Zidane, YJT; Andersen, B				Zidane, Youcef J. -T.; Andersen, Bjorn			The top 10 universal delay factors in construction projects	INTERNATIONAL JOURNAL OF MANAGING PROJECTS IN BUSINESS																	Zidane, Youcef/F-5548-2017	Zidane, Youcef/0000-0002-8347-4521												1753-8378	1753-8386					2018	11	3					650	672		10.1108/IJMPB-05-2017-0052								WOS:000432595900005						
J	Shahsavand, P; Marefat, A; Parchamijalal, M				Shahsavand, Parvaneh; Marefat, Akbar; Parchamijalal, Majid			Causes of delays in construction industry and comparative delay analysis techniques with SCL protocol	ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT																														0969-9988	1365-232X					2018	25	4			SI		497	533		10.1108/ECAM-10-2016-0220								WOS:000436121900003						
J	Alfakhri, AYY; Ismail, A; Khoiry, MA; Arhad, I; Irtema, HIM				Alfakhri, Aboubaker. Y. Y.; Ismail, Amiruddin; Khoiry, Muhamad Azry; Arhad, Ishak; Irtema, Hamza Im. M.			A CONCEPTUAL MODEL OF DELAY FACTORS AFFECTING ROAD CONSTRUCTION PROJECTS IN LIBYA	JOURNAL OF ENGINEERING SCIENCE AND TECHNOLOGY																	BIN ISMAIL, AMIRUDDIN/C-3140-2017; Al-Mansob, Ramez A./G-3023-2015	BIN ISMAIL, AMIRUDDIN/0000-0001-6547-8169; Khoiry, Muhamad Azry/0000-0001-5896-9680												1823-4690					DEC	2017	12	12					3286	3298										WOS:000419686200012						
J	Yap, JBH; Abdul-Rahman, H; Chen, W				Yap, Jeffrey Boon Hui; Abdul-Rahman, Hamzah; Chen, Wang			Collaborative model: Managing design changes with reusable project experiences through project learning and effective communication	INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT																	Wang, Chen/F-1586-2010	Wang, Chen/0000-0001-7892-3575; Yap, Jeffrey Boon Hui/0000-0003-4332-0031												0263-7863	1873-4634				OCT	2017	35	7					1253	1271		10.1016/j.ijproman.2017.04.010								WOS:000411535800004						
J	Lee, KP; Lee, HS; Park, M; Kim, DY; Jung, M				Lee, Kwang-Pyo; Lee, Hyun-Soo; Park, Moonseo; Kim, Du Yon; Jung, Minhyuk			Management-Reserve Estimation for International Construction Projects Based on Risk-Informed k-NN	JOURNAL OF MANAGEMENT IN ENGINEERING																														0742-597X	1943-5479				JUL	2017	33	4							04017002	10.1061/(ASCE)ME.1943-5479.0000510								WOS:000399808200003						
J	Kwon, N; Park, M; Lee, HS; Ahn, J; Kim, S				Kwon, Nahyun; Park, Moonseo; Lee, Hyun-Soo; Ahn, Joseph; Kim, Sooyoung			Construction Noise Prediction Model Based on Case-Based Reasoning in the Preconstruction Phase	JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT																	Ahn, Joseph/E-8896-2018; Kwon, Nahyun/V-1422-2019	Ahn, Joseph/0000-0003-3596-358X; Kwon, Nahyun/0000-0001-9965-9611												0733-9364	1943-7862				JUN	2017	143	6							04017008	10.1061/(ASCE)CO.1943-7862.0001291								WOS:000399647400012						
J	Arditi, D; Nayak, S; Damci, A				Arditi, David; Nayak, Shruti; Damci, Atilla			Effect of organizational culture on delay in construction	INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT																	Arditi, David/AAF-4608-2021; DAMCI, Atilla/ABB-1420-2020	Arditi, David/0000-0002-1580-324X; DAMCI, Atilla/0000-0003-0965-2673												0263-7863	1873-4634				FEB	2017	35	2					136	147		10.1016/j.ijproman.2016.10.018								WOS:000392039400004						
J	Sambasivan, M; Deepak, TJ; Salim, AN; Ponniah, V				Sambasivan, Murali; Deepak, T. J.; Salim, Ali Nasoor; Ponniah, Venishri			Analysis of delays in Tanzanian construction industry Transaction cost economics (TCE) and structural equation modeling (SEM) approach	ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT																	Sambasivan, Murali/F-7622-2013	Sambasivan, Murali/0000-0002-5779-4126												0969-9988	1365-232X					2017	24	2					308	325		10.1108/ECAM-09-2015-0145								WOS:000399051200007						
J	Vu, HA; Cu, VH; Min, LX; Wang, JQ				Hong Anh Vu; Viet Hung Cu; Min, Lian Xing; Wang, Jian Qiong			Risk analysis of schedule delays in international highway projects in Vietnam using a structural equation model	ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT																														0969-9988	1365-232X					2017	24	6					1018	1039		10.1108/ECAM-06-2016-0138								WOS:000415706200010						
C	Shirowzhan, S; Trinder, J		Ding, L; Fiorito, F; Osmond, P		Shirowzhan, Sara; Trinder, John			Building classification from Lidar data for spatio-temporal assessment of 3D urban developments	INTERNATIONAL HIGH-PERFORMANCE BUILT ENVIRONMENT CONFERENCE - A SUSTAINABLE BUILT ENVIRONMENT CONFERENCE 2016 SERIES (SBE16), IHBE 2016	Procedia Engineering				International High-Performance Built Environment Conference (iHBE)	NOV 17-18, 2016	Sydney, AUSTRALIA	UNSW Built Environm, CRC Low Carbon Living, UrbanGrowth NSW									SHIROWZHAN, Sara/L-1917-2019	SHIROWZHAN, Sara/0000-0003-1511-3617; Trinder, John/0000-0003-0165-5685												1877-7058						2017	180						1453	1461		10.1016/j.proeng.2017.04.308								WOS:000404873600151						
J	Yap, JBH; Low, PL; Wang, C				Yap, Jeffrey Boon Hui; Low, Pak Lian; Wang, Chen			Rework in Malaysian building construction: impacts, causes and potential solutions	JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY																	Wang, Chen/F-1586-2010	Wang, Chen/0000-0001-7892-3575; Yap, Jeffrey Boon Hui/0000-0003-4332-0031												1726-0531						2017	15	5					591	618		10.1108/JEDT-01-2017-0002								WOS:000414716600002						
J	Durdyev, S; Omarov, M; Ismail, S				Durdyev, Serdar; Omarov, Maksat; Ismail, Syuhaida			Causes of delay in residential construction projects in Cambodia	COGENT ENGINEERING																	Ismail, Syuhaida/K-6892-2019; Durdyev, Serdar/T-7347-2019; Ismail, Syuhaida/L-6659-2013	Durdyev, Serdar/0000-0003-1781-1830; Ismail, Syuhaida/0000-0001-6058-7497												2331-1916						2017	4	1							1291117	10.1080/23311916.2017.1291117								WOS:000399545600001						
J	Yap, JBH; Lock, A				Yap, Jeffrey Boon Hui; Lock, Anna			Analysing the benefits, techniques, tools and challenges of knowledge management practices in the Malaysian construction SMEs	JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY																		Yap, Jeffrey Boon Hui/0000-0003-4332-0031												1726-0531						2017	15	6					803	825		10.1108/JEDT-07-2017-0067								WOS:000425094700005						
J	Oyegoke, AS; Al Kiyumi, N				Oyegoke, Adekunle Sabitu; Al Kiyumi, Naseer			The causes, impacts and mitigations of delay in megaprojects in the Sultanate of Oman	JOURNAL OF FINANCIAL MANAGEMENT OF PROPERTY AND CONSTRUCTION																														1366-4387	1759-8443					2017	22	3					286	302		10.1108/JFMPC-11-2016-0052								WOS:000415824400005						
J	Sepasgozar, SME; Loosemore, M				Sepasgozar, Samad M. E.; Loosemore, Martin			The role of customers and vendors in modern construction equipment technology diffusion	ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT																	Sepasgozar, Samad/C-1746-2019	Sepasgozar, Samad/0000-0003-2568-3111; Loosemore, Martin/0000-0002-3189-4655												0969-9988	1365-232X					2017	24	6					1203	1221		10.1108/ECAM-06-2016-0149								WOS:000415706200020						
J	Asiedu, RO; Adaku, E; Owusu-Manu, DG				Asiedu, Richard Ohene; Adaku, Ebenezer; Owusu-Manu, De-Graft			Beyond the causes Rethinking mitigating measures to avert cost and time overruns in construction projects	CONSTRUCTION INNOVATION-ENGLAND																		Adaku, Ebenezer/0000-0001-6017-2056												1471-4175	1477-0857					2017	17	3					363	380		10.1108/CI-01-2016-0003								WOS:000413359000006						
J	Agyekum-Mensah, G; Knight, AD				Agyekum-Mensah, George; Knight, Andrew David			The professionals' perspective on the causes of project delay in the construction industry	ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT																		Agyekum-Mensah, George/0000-0002-3906-4621												0969-9988	1365-232X					2017	24	5					828	841		10.1108/ECAM-03-2016-0085								WOS:000411134400007						
J	Amoatey, CT; Ankrah, ANO				Amoatey, Charles Teye; Ankrah, Alfred Nii Okanta			Exploring critical road project delay factors in Ghana	JOURNAL OF FACILITIES MANAGEMENT																														1472-5967	1741-0983					2017	15	2					110	127		10.1108/JFM-09-2016-0036								WOS:000404818200001						
J	Das, DK; Emuze, F				Das, Dillip Kumar; Emuze, Fidelis			A Dynamic Model of Contractor-Induced Delays in India	JOURNAL OF CONSTRUCTION IN DEVELOPING COUNTRIES																	Emuze, Fidelis/AAF-9649-2019; Das, Dillip K/H-8689-2016	Emuze, Fidelis/0000-0001-7714-4457; 												1823-6499	1985-8329					2017	22	1					21	39		10.21315/jcdc2017.22.1.2								WOS:000415144200002						
J	Jalal, MP; Shoar, S				Jalal, Majid Parchami; Shoar, Shahab			A hybrid SD-DEMATEL approach to develop a ledelay model for construction projects	ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT																	Shoar, Shahab/Q-1450-2019	Shoar, Shahab/0000-0001-9158-5937												0969-9988	1365-232X					2017	24	4					629	651		10.1108/ECAM-02-2016-0056								WOS:000406796900005						
J	Yang, JB; Teng, YL				Yang, Jyh-Bin; Teng, Ya-Ling			Theoretical development of stochastic delay analysis and forecast method	JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS																	Yang, Jyh-Bin/AAO-2806-2021													0253-3839	2158-7299					2017	40	5					391	400		10.1080/02533839.2017.1336115								WOS:000404643800004						
J	Edwards, DJ; Owusu-Manu, DG; Baiden, B; Badu, E; Love, PE				Edwards, David John; Owusu-Manu, De-Graft; Baiden, Bernard; Badu, Edward; Love, Peter Edward			Financial distress and highway infrastructure delays	JOURNAL OF ENGINEERING DESIGN AND TECHNOLOGY																	Love, Peter/D-7418-2017	Love, Peter/0000-0002-3239-1304; Baiden, Bernard/0000-0003-1802-6914												1726-0531						2017	15	1					118	132		10.1108/JEDT-02-2016-0006								WOS:000405491200008						
J	Adam, A; Josephson, PEB; Lindahl, G				Adam, Abderisak; Josephson, Per-Erik Bertil; Lindahl, Goran			Aggregation of factors causing cost overruns and time delays in large public construction projects Trends and implications	ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT																		/0000-0001-5593-858X												0969-9988	1365-232X					2017	24	3					393	406		10.1108/ECAM-09-2015-0135								WOS:000402885000002						
J	Mpofu, B; Ochieng, EG; Moobela, C; Pretorius, A				Mpofu, Bekithemba; Ochieng, Edward Godfrey; Moobela, Cletus; Pretorius, Adriaan			Profiling causative factors leading to construction project delays in the United Arab Emirates	ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT																		Moobela, Cletus/0000-0002-5728-2024; Ochieng, Professor Edward/0000-0002-3888-5743												0969-9988	1365-232X					2017	24	2					346	376		10.1108/ECAM-05-2015-0072								WOS:000399051200009						
J	Saeb, S; Khayat, N; Telvari, A				Saeb, Sajjad; Khayat, Navid; Telvari, Abdulrasoul			Causes of Delay in Khuzestan Steel Company Construction Projects	INDUSTRIAL ENGINEERING AND MANAGEMENT SYSTEMS																	Khayat, Navid/AAN-2071-2021	Khayat, Navid/0000-0002-8561-3898; Telvari@gmail.com, Abdolrasoul/0000-0002-5046-4458												1598-7248	2234-6473				DEC	2016	15	4					335	344		10.7232/iems.2016.15.4.335								WOS:000392945200006						
J	San Santoso, D; Soeng, S				San Santoso, Djoen; Soeng, Sothy			Analyzing Delays of Road Construction Projects in Cambodia: Causes and Effects	JOURNAL OF MANAGEMENT IN ENGINEERING																														0742-597X	1943-5479				NOV	2016	32	6							05016020	10.1061/(ASCE)ME.1943-5479.0000467								WOS:000386361800014						
J	Bagaya, O; Song, JB				Bagaya, Ousseni; Song, Jinbo			Empirical Study of Factors Influencing Schedule Delays of Public Construction Projects in Burkina Faso	JOURNAL OF MANAGEMENT IN ENGINEERING																	Song, Jinbo/AAU-9013-2020													0742-597X	1943-5479				SEP	2016	32	5							05016014	10.1061/(ASCE)ME.1943-5479.0000443								WOS:000383160600008						
J	Perera, NA; Sutrisna, M; Yiu, TW				Perera, Nihal Ananda; Sutrisna, Monty; Yiu, Tak Wing			Decision-Making Model for Selecting the Optimum Method of Delay Analysis in Construction Projects	JOURNAL OF MANAGEMENT IN ENGINEERING																	Yiu, A/Prof. Tak Wing/A-3334-2009	Yiu, A/Prof. Tak Wing/0000-0002-8466-7130												0742-597X	1943-5479				SEP	2016	32	5							04016009	10.1061/(ASCE)ME.1943-5479.0000441								WOS:000383160600006						
J	Ansar, A; Flyvbjerg, B; Budzier, A; Lunn, D				Ansar, Atif; Flyvbjerg, Bent; Budzier, Alexander; Lunn, Daniel			Does infrastructure investment lead to economic growth or economic fragility? Evidence from China	OXFORD REVIEW OF ECONOMIC POLICY																		Budzier, Alexander/0000-0002-2132-0412												0266-903X	1460-2121				FAL	2016	32	3					360	390		10.1093/oxrep/grw022								WOS:000383205600002						
J	Alashwal, AM; Abdul-Rahman, H; Radzi, J				Alashwal, Ali Mohammed; Abdul-Rahman, Hamzah; Radzi, Juwita			Knowledge Utilization Process in Highway Construction Projects	JOURNAL OF MANAGEMENT IN ENGINEERING																	Wang, Chen/F-1586-2010; ABDUL RAHMAN, HAMZAH/B-8583-2010; Alashwal, Ali/B-3966-2009; Radzi, Juwita/AAJ-7473-2021	Wang, Chen/0000-0001-7892-3575; Alashwal, Ali/0000-0002-9243-0483; Radzi, Juwita/0000-0002-2017-0053												0742-597X	1943-5479				JUL	2016	32	4							05016006	10.1061/(ASCE)ME.1943-5479.0000429								WOS:000378859700007						
J	Aziz, RF; Abdel-Hakam, AA				Aziz, Remon F.; Abdel-Hakam, Asmaa A.			Exploring delay causes of road construction projects in Egypt	ALEXANDRIA ENGINEERING JOURNAL																	Eskander, Remon/AAK-3718-2021													1110-0168	2090-2670				JUN	2016	55	2					1515	1539		10.1016/j.aej.2016.03.006								WOS:000378931300074						
J	Jung, M; Park, M; Lee, HS; Kim, H				Jung, Minhyuk; Park, Moonseo; Lee, Hyun-Soo; Kim, Hyunsoo			Weather-Delay Simulation Model Based on Vertical Weather Profile for High-Rise Building Construction	JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT																		Jung, Minhyuk/0000-0002-2009-8530												0733-9364	1943-7862				JUN	2016	142	6							04016007	10.1061/(ASCE)CO.1943-7862.0001109								WOS:000378863000006						
